query_id,model,ndcg_at_10,exact_mrr_at_10,es_recall_at_5,complement_exposure_at_5,irrelevant_exposure_at_5
600,combined_lexical,0.7983949946363421,1.0,0.15625,0.0,0.0
600,lightgbm_ranker,0.6196825014664723,0.3333333333333333,0.15625,0.0,0.0
602,word_tfidf,0.6396438726230594,0.5,0.6666666666666666,0.0,0.6
602,combined_lexical,0.5851692573563545,0.3333333333333333,0.6666666666666666,0.0,0.6
602,lightgbm_ranker,0.5646451840531066,0.3333333333333333,0.6666666666666666,0.0,0.6
606,word_tfidf,0.123151194370365,0.125,0.0,0.0,1.0
606,combined_lexical,0.2638647595767405,0.2,0.25,0.0,0.8
606,lightgbm_ranker,0.0,0.0,0.0,0.0,1.0
610,word_tfidf,0.036470656527920906,0.0,0.0,0.0,1.0
610,combined_lexical,0.036056193479882946,0.0,0.0,0.0,1.0
610,lightgbm_ranker,0.39866085547121693,0.2,0.5,0.0,0.8
620,word_tfidf,0.612281477521924,1.0,0.14814814814814814,0.0,0.2
620,combined_lexical,0.7028574231099495,1.0,0.14814814814814814,0.0,0.2
620,lightgbm_ranker,0.4887967801040551,0.3333333333333333,0.18518518518518517,0.0,0.0
622,word_tfidf,0.43260450011310414,0.25,0.10810810810810811,0.0,0.2
622,combined_lexical,0.6296206603932707,1.0,0.13513513513513514,0.0,0.0
622,lightgbm_ranker,0.9370154196830378,1.0,0.13513513513513514,0.0,0.0
628,word_tfidf,0.7359252415537267,1.0,0.14285714285714285,0.0,0.0
628,combined_lexical,0.78903414106903,1.0,0.14285714285714285,0.0,0.0
628,lightgbm_ranker,0.7840678405889877,1.0,0.14285714285714285,0.0,0.0
637,word_tfidf,0.8778830991479504,1.0,0.3333333333333333,0.0,0.0
637,combined_lexical,0.9427412906209435,1.0,0.3333333333333333,0.0,0.0
637,lightgbm_ranker,0.9427412906209435,1.0,0.3333333333333333,0.0,0.0
638,word_tfidf,0.732621926493922,1.0,0.125,0.0,0.2
638,combined_lexical,0.737851316857965,1.0,0.125,0.0,0.2
638,lightgbm_ranker,0.6834435305666303,1.0,0.15625,0.0,0.0
642,word_tfidf,0.2718758218606639,0.2,0.125,0.0,0.4
642,combined_lexical,0.2736052976500681,0.2,0.08333333333333333,0.0,0.6
642,lightgbm_ranker,0.7731929502064521,1.0,0.20833333333333334,0.0,0.0
661,word_tfidf,0.45648235879635474,0.5,0.35714285714285715,0.0,0.0
661,combined_lexical,0.5569734236836454,0.5,0.35714285714285715,0.0,0.0
661,lightgbm_ranker,0.6898246434639014,1.0,0.35714285714285715,0.0,0.0
679,word_tfidf,0.7654891389838513,1.0,0.25,0.0,0.0
679,combined_lexical,0.6689679900944374,1.0,0.15,0.0,0.4
679,lightgbm_ranker,0.34322869665697536,1.0,0.15,0.0,0.4
690,word_tfidf,0.5074175533228767,0.5,0.3125,0.0,0.0
690,combined_lexical,0.6636331350255978,1.0,0.3125,0.0,0.0
690,lightgbm_ranker,0.5805578665894415,1.0,0.3125,0.0,0.0
691,word_tfidf,0.8413590863410118,1.0,0.3125,0.0,0.0
691,combined_lexical,0.8316928541036142,1.0,0.3125,0.0,0.0
691,lightgbm_ranker,1.0,1.0,0.3125,0.0,0.0
695,word_tfidf,1.0,1.0,0.16666666666666666,0.0,0.0
695,combined_lexical,1.0,1.0,0.16666666666666666,0.0,0.0
695,lightgbm_ranker,1.0,1.0,0.16666666666666666,0.0,0.0
705,word_tfidf,0.009865351632062553,0.0,0.0,0.4,0.6
705,combined_lexical,0.009592636243409313,0.0,0.0,0.6,0.4
705,lightgbm_ranker,0.010124525830363376,0.0,0.0,0.6,0.4
713,word_tfidf,0.4491008950375433,0.5,0.14814814814814814,0.0,0.2
713,combined_lexical,0.3386531244801556,0.2,0.14814814814814814,0.0,0.2
713,lightgbm_ranker,0.36014523316136765,0.3333333333333333,0.18518518518518517,0.0,0.0
723,word_tfidf,0.5515404014924331,0.25,0.38461538461538464,0.0,0.0
723,combined_lexical,0.6216717592893348,0.25,0.38461538461538464,0.0,0.0
723,lightgbm_ranker,0.5508418436770902,0.16666666666666666,0.38461538461538464,0.0,0.0
725,word_tfidf,0.46122950512033173,0.5,0.4,0.0,0.2
725,combined_lexical,0.4460077731274411,0.5,0.4,0.0,0.2
725,lightgbm_ranker,0.36940238965259276,0.16666666666666666,0.5,0.0,0.0
729,word_tfidf,0.6506405832160999,0.5,0.38461538461538464,0.0,0.0
729,combined_lexical,0.5940781962539627,0.5,0.3076923076923077,0.0,0.2
729,lightgbm_ranker,0.6707778900792757,1.0,0.3076923076923077,0.0,0.2
730,word_tfidf,0.7311014363336331,1.0,0.15625,0.0,0.0
730,combined_lexical,0.8522023723243048,1.0,0.15625,0.0,0.0
730,lightgbm_ranker,0.7234600491268163,1.0,0.15625,0.0,0.0
731,word_tfidf,0.3832936031050355,0.3333333333333333,0.25,0.0,0.4
731,combined_lexical,0.44768831938418724,0.5,0.3333333333333333,0.0,0.2
731,lightgbm_ranker,0.11041547220399951,0.0,0.16666666666666666,0.0,0.6
